User_ID,Date,Sleep Duration (Hours),Sleep Quality,Bedtime,Wake-up,Study/Work,Productivity Level,Exercise(Minutes),Exercise Type,Screen Time,Primary Screen Activity,Mood Score,Stress Level,Caffeine Intake (Liters),Water Intake (Liters),Habit_Score,Day_Number,Drift_Score
User_01,10/07/2026,8,10,00:30:00,08:30:00,3,6,10,Walking,6,Mixed Usage,6,10,2,3,48.20833333,14,-8.75
User_01,11/07/2026,6,6,00:00:00,07:25:00,5,6,0,None,6,Mixed Usage,10,7,2,2,51.08333333,15,2.875
User_01,12/07/2026,8,9,00:30:00,08:00:00,2,5,10,Walking,5,Mixed Usage,5,10,2,3,42.79166667,16,-8.291666667
User_01,13/07/2026,8,10,01:00:00,09:00:00,6,7,10,Walking,4,Mixed Usage,6,10,1,2,55.125,17,12.33333333
User_01,14/07/2026,8,10,00:30:00,08:00:00,6,7,10,Walking,3,Study/Work,6,10,1,2,55.95833333,18,0.8333333333
User_01,15/07/2026,8,10,00:30:00,07:45:00,5,8,20,Walking,3,Mixed Usage,6,9,1,3,57.83333333,19,1.875
User_01,16/07/2026,9,10,01:00:00,09:00:00,6,6,10,Walking,4,Mixed Usage,6,10,1,2,53.625,20,-4.208333333
User_01,17/07/2026,9,10,00:00:00,08:30:00,5,7,10,Walking,5,Study/Work,6,10,2,3,53.04166667,21,-0.5833333333
User_01,18/07/2026,9,10,01:00:00,09:00:00,5,8,0,None,4,Study/Work,8,10,2,2,57.75,22,4.708333333
User_01,19/07/2026,6,4,01:00:00,07:00:00,5,8,5,Walking,6,Study/Work,2,10,2,2,35.39583333,23,-22.35416667
User_01,20/07/2026,9,10,01:00:00,09:00:00,8,9,5,Walking,5,Study/Work,6,10,2,3,59.47916667,24,24.08333333
User_01,21/07/2026,9,10,00:00:00,08:00:00,7,8,10,Walking,3,Study/Work,6,10,1,1,58.70833333,25,-0.7708333333
User_01,22/07/2026,6,6,00:00:00,07:25:00,5,6,10,Walking,6,Mixed Usage,10,7,2,2,51.70833333,26,-7
User_01,23/07/2026,6,6,00:00:00,07:25:00,5,6,10,Walking,6,Mixed Usage,7,7,2,2,47.20833333,27,-4.5
User_01,24/07/2026,6,6,00:00:00,07:25:00,5,6,10,Walking,6,Mixed Usage,7,7,2,2,47.20833333,28,0
User_01,25/07/2026,6,6,00:00:00,07:25:00,5,6,10,Walking,6,Mixed Usage,10,7,2,2,51.70833333,29,4.5
User_01,26/07/2026,6,6,00:00:00,07:25:00,5,6,10,Walking,6,Mixed Usage,8,7,2,2,48.70833333,30,-3
User_02,27/06/2026,6,5,00:30:00,06:30:00,8,4,20,Walking,5,Mixed Usage,4,8,0,1,41.91666667,1,0
User_02,28/06/2026,10,10,00:00:00,10:00:00,2.5,8,10,Walking,4,Mixed Usage,7,3,2,0.5,60.75,2,-18.83333333
User_02,29/06/2026,10,10,00:00:00,10:00:00,2.5,8,10,Walking,4,Mixed Usage,7,3,2,0.5,60.75,3,0
User_02,30/06/2026,6.5,6,00:00:00,06:45:00,8,6,20,Walking,3,Entertainment,7,8,1,0.5,53.08333333,4,7.666666667
User_02,01/07/2026,6,5,00:30:00,06:45:00,7,5,10,Walking,4,Mixed Usage,5,7,1,1,44.875,5,8.208333333
User_02,02/07/2026,9,10,23:00:00,08:30:00,7,8,15,Walking,3,Mixed Usage,8,2,1,2,70.02083333,6,-25.14583333
User_02,03/07/2026,8.5,10,01:00:00,09:30:00,2,7,15,Walking,3.5,Mixed Usage,9,3,2,2,62.35416667,7,7.666666667
User_02,04/07/2026,8.5,9,01:00:00,09:30:00,3,8,30,Walking,3,Mixed Usage,7,4,0,1.5,60.45833333,8,1.895833333
User_02,05/07/2026,7,7,01:30:00,08:30:00,4,7,20,Walking,4,Entertainment,6,5,1,1.5,52.25,9,8.208333333
User_02,06/07/2026,7,8,01:00:00,08:00:00,3,6,20,Walking,3.5,Mixed Usage,7,5,2,0.5,53.41666667,10,-1.166666667
User_02,07/07/2026,7,8,00:30:00,06:45:00,8,7,30,Walking,3.5,Mixed Usage,6,8,1,1,57.29166667,11,-3.875
User_02,08/07/2026,5,3,01:30:00,06:30:00,7,3,15,Walking,3.5,Mixed Usage,3,3,1,0.5,39.60416667,12,17.6875
User_02,09/07/2026,7,5,01:00:00,08:30:00,7,5,15,Walking,3,Social Media,5,8,2,0.5,45.02083333,13,-5.416666667
User_02,10/07/2026,10,10,00:00:00,10:00:00,2.5,8,10,Walking,4,Mixed Usage,7,3,2,0.5,60.75,14,-15.72916667
User_02,11/07/2026,8,8,00:00:00,08:45:00,2,6,10,Walking,4,Mixed Usage,8,5,1,0.5,52.625,15,8.125
User_02,12/07/2026,7,8,00:00:00,07:00:00,3,6,10,Walking,5,Mixed Usage,6,6,0,0.5,49.04166667,16,3.583333333
User_02,13/07/2026,8,8,00:00:00,08:40:00,7,7,15,Walking,5.5,Mixed Usage,7,7,1,0.5,55.9375,17,-6.895833333
User_02,14/07/2026,6,6,00:40:00,06:45:00,13,4,20,Walking,2.5,Mixed Usage,4,10,0,1,50.25,18,5.6875
User_02,15/07/2026,6.5,6,00:00:00,06:45:00,8,6,20,Walking,3,Entertainment,7,8,1,0.5,53.08333333,19,-2.833333333
User_02,16/07/2026,8,10,00:00:00,08:00:00,8,8,10,Walking,5,Mixed Usage,8,6,1,1,65.29166667,20,-12.20833333
User_02,17/07/2026,9,9,00:00:00,09:00:00,4,7,0,None,5,Mixed Usage,7,7,2,1,53.66666667,21,11.625
User_02,18/07/2026,6,4,02:00:00,08:15:00,6,6,0,None,5,Study/Work,4,10,1,1,37.16666667,22,16.5
User_02,19/07/2026,8,8,00:00:00,08:40:00,7,7,15,Walking,5.5,Mixed Usage,7,7,1,0.5,55.9375,23,-18.77083333
User_02,20/07/2026,4,4,04:30:00,10:00:00,4,5,0,None,3,Study/Work,4,10,2,1,34.83333333,24,21.10416667
User_02,21/07/2026,8,9,23:00:00,08:30:00,7,8,20,Walking,3,Mixed Usage,8,2,1,2,68.33333333,25,-33.5
User_02,22/07/2026,6,5,00:30:00,06:30:00,8,4,20,Walking,5,Mixed Usage,4,8,0,1,41.91666667,26,26.41666667
User_02,23/07/2026,6.5,6,00:00:00,06:45:00,8,6,20,Walking,3,Entertainment,7,8,1,0.5,53.08333333,27,-11.16666667
User_02,24/07/2026,8,8,00:00:00,08:40:00,7,7,15,Walking,5.5,Mixed Usage,7,7,1,0.5,55.9375,28,-2.854166667
User_02,25/07/2026,6.5,6,00:00:00,06:45:00,8,6,20,Walking,3,Entertainment,7,8,1,0.5,53.08333333,29,2.854166667
User_02,26/07/2026,6,4,02:00:00,08:15:00,6,6,0,None,5,Study/Work,4,10,1,1,37.16666667,30,15.91666667
User_03,27/06/2026,5,5,01:00:00,07:45:00,5,5,5,Walking,6,Mixed Usage,6,9,2,2,39.89583333,1,0
User_03,28/06/2026,8,9,23:00:00,08:00:00,4,4,5,Walking,5,Mixed Usage,5,9,2,1,44.47916667,2,4.583333333
User_03,29/06/2026,8,9,23:00:00,08:00:00,4,4,5,Walking,5,Mixed Usage,5,9,2,1,44.47916667,3,0
User_03,30/06/2026,8,9,23:00:00,07:45:00,3,5,5,Walking,5,Mixed Usage,6,9,1,1,46.22916667,4,1.75
User_03,01/07/2026,8,8,23:30:00,07:30:00,5,5,0,None,8,Mixed Usage,5,6,1,0,45.41666667,5,-0.8125
User_03,02/07/2026,8,8,23:30:00,07:30:00,5,5,0,None,8,Mixed Usage,5,6,1,0,45.41666667,6,0
User_03,03/07/2026,8,9,23:00:00,07:45:00,5,5,0,None,6,Mixed Usage,6,8,2,3,48.58333333,7,3.166666667
User_03,04/07/2026,7,9,23:30:00,07:45:00,4,4,0,None,7,Mixed Usage,6,7,2,3,46,8,-2.583333333
User_03,05/07/2026,8,9,23:00:00,08:00:00,5,6,5,Walking,6,Mixed Usage,6,6,2,4,52.39583333,9,6.395833333
User_03,06/07/2026,8,9,23:30:00,07:45:00,5,6,3,Walking,4,Mixed Usage,6,7,2,3,52.9375,10,0.5416666667
User_03,07/07/2026,8,8,23:30:00,07:30:00,5,5,0,None,8,Mixed Usage,5,6,1,0,45.41666667,11,-7.520833333
User_03,08/07/2026,8,9,23:00:00,08:00:00,5,6,5,Walking,6,Mixed Usage,6,6,2,4,52.39583333,12,6.979166667
User_03,09/07/2026,7,8,23:30:00,08:00:00,4,5,5,Walking,6,Mixed Usage,5,7,1,1,45.14583333,13,-7.25
User_03,10/07/2026,7,8,01:45:00,08:00:00,5,5,0,None,5,Mixed Usage,5,8,2,2,45.91666667,14,0.7708333333
User_03,11/07/2026,8,9,23:00:00,08:00:00,4,4,5,Walking,5,Mixed Usage,5,9,2,1,44.47916667,15,-1.4375
User_03,12/07/2026,8,9,23:00:00,08:00:00,5,6,5,Walking,6,Mixed Usage,6,6,2,4,52.39583333,16,7.916666667
User_03,13/07/2026,8,9,23:00:00,08:00:00,5,6,5,Walking,6,Mixed Usage,6,6,2,4,52.39583333,17,0
User_03,14/07/2026,8,9,23:00:00,08:00:00,5,6,5,Walking,6,Mixed Usage,6,6,2,4,52.39583333,18,0
User_03,15/07/2026,8,9,23:00:00,08:00:00,5,6,5,Walking,6,Mixed Usage,6,6,2,4,52.39583333,19,0
User_03,16/07/2026,8,9,23:00:00,08:00:00,4,4,5,Walking,5,Mixed Usage,5,9,2,1,44.47916667,20,-7.916666667
User_03,17/07/2026,8,9,23:00:00,08:00:00,4,4,5,Walking,5,Mixed Usage,5,9,2,1,44.47916667,21,0
User_03,18/07/2026,8,9,01:00:00,09:00:00,4,5,7,Walking,5,Mixed Usage,5,5,1,1,50.10416667,22,5.625
User_03,19/07/2026,8,9,23:00:00,07:45:00,3,5,5,Walking,5,Mixed Usage,6,9,1,1,46.22916667,23,-3.875
User_03,20/07/2026,8,9,23:00:00,07:45:00,3,5,5,Walking,5,Mixed Usage,6,9,1,1,46.22916667,24,0
User_03,21/07/2026,8,8,23:40:00,07:40:00,4,6,5,Walking,5,Mixed Usage,6,8,1,1,47.97916667,25,1.75
User_03,22/07/2026,8,9,23:00:00,07:45:00,3,5,5,Walking,5,Mixed Usage,6,9,1,1,46.22916667,26,-1.75
User_03,23/07/2026,8,9,23:00:00,08:00:00,4,4,5,Walking,5,Mixed Usage,5,9,2,1,44.47916667,27,-1.75
User_03,24/07/2026,8,9,23:00:00,07:45:00,3,5,5,Walking,5,Mixed Usage,6,9,1,1,46.22916667,28,1.75
User_03,25/07/2026,5,5,01:00:00,07:45:00,5,5,5,Walking,6,Mixed Usage,6,9,2,2,39.89583333,29,-6.333333333
User_03,26/07/2026,8,8,23:30:00,07:45:00,5,7,2,Walking,5,Mixed Usage,6,8,2,1,50.54166667,30,10.64583333
User_04,27/06/2026,4,3,03:10:00,07:00:00,3,10,0,None,8.5,Mixed Usage,6,8,0,0.5,39.5,1,0
User_04,28/06/2026,4,3,03:10:00,07:00:00,3,10,0,None,8.5,Mixed Usage,6,8,0,0.5,39.5,2,0
User_04,29/06/2026,4,3,03:10:00,07:00:00,3,10,0,None,8.5,Mixed Usage,6,8,0,0.5,39.5,3,0
User_04,30/06/2026,6,6,02:00:00,09:00:00,2,7,5,Walking,6,Entertainment,7,7,0,0.2,44.64583333,4,5.145833333
User_04,01/07/2026,4,3,03:10:00,07:00:00,3,10,0,None,8.5,Mixed Usage,6,8,0,0.5,39.5,5,-5.145833333
User_04,02/07/2026,8,8,02:00:00,10:12:00,5,10,20,Walking,5,Study/Work,9,3,0,0.5,65.66666667,6,26.16666667
User_04,03/07/2026,10,10,01:00:00,11:00:00,4,7,10,Walking,5,Study/Work,8,3,0,0.5,61.79166667,7,-3.875
User_04,04/07/2026,6,9,03:20:00,09:35:00,5,10,240,"Cooking,Walking,running",4,Mixed Usage,9,2,0,0.5,83.25,8,21.45833333
User_04,05/07/2026,5.5,6,04:00:00,09:30:00,2,7,10,Walking,5,Entertainment,3,8,0,0.5,38.79166667,9,-44.45833333
User_04,06/07/2026,6,7,03:00:00,10:00:00,4,7,10,Walking,6,Mixed Usage,4,5,1,0.5,46.95833333,10,8.166666667
User_04,07/07/2026,4,7,03:00:00,07:00:00,1,3,0,None,7,Entertainment,4,8,0,0.5,32.75,11,-14.20833333
User_04,08/07/2026,9,7,00:18:00,07:45:00,2,8,5,None,8,Entertainment,5,7,0,0.5,43.47916667,12,10.72916667
User_04,09/07/2026,9,7,01:00:00,10:00:00,1,8,5,Walking,5,Mixed Usage,6,6,0,0.5,47.22916667,13,3.75
User_04,10/07/2026,9,7,01:00:00,10:30:00,4,9,5,Walking,6,Entertainment,8,5,1,0.5,55.64583333,14,8.416666667
User_04,11/07/2026,8,7,02:25:00,10:00:00,6,10,0,None,7,Study/Work,7,5,0,0.5,57,15,1.354166667
User_04,12/07/2026,10,7,03:00:00,11:30:00,8,7,2,Gym,11,Study/Work,5,8,0,0.5,45.79166667,16,-11.20833333
User_04,13/07/2026,6,6,02:00:00,09:00:00,2,7,5,Walking,6,Entertainment,7,7,0,0.2,44.64583333,17,-1.145833333
User_04,14/07/2026,4,6,02:00:00,06:10:00,2,3,180,Running,6,Study/Work,5,5,0,0.5,48.58333333,18,3.9375
User_04,15/07/2026,5,7,02:00:00,07:00:00,1,10,5,Walking,5,Entertainment,6,7,0,0.1,49.22916667,19,0.6458333333
User_04,16/07/2026,6,6,02:00:00,10:00:00,0,1,0,None,10,Entertainment,5,7,0,0,26.5,20,-22.72916667
User_04,17/07/2026,9,8,03:00:00,11:00:00,2,7,0,None,9,Entertainment,3,5,0,0.5,41.83333333,21,15.33333333
User_04,18/07/2026,9,9,02:30:00,11:30:00,0,1,0,None,11,Entertainment,7,5,0,0,36.66666667,22,-5.166666667
User_04,19/07/2026,6,6,04:00:00,10:00:00,5,8,0,None,7,Mixed Usage,4,9,0,0,42.25,23,5.583333333
User_04,20/07/2026,7,9,02:00:00,10:00:00,6,10,0,None,13,Mixed Usage,7,8,0,0.5,53,24,10.75
User_04,21/07/2026,6,6,02:00:00,09:00:00,2,7,5,Walking,6,Entertainment,7,7,0,0.2,44.64583333,25,-8.354166667
User_04,22/07/2026,6,6,02:00:00,09:00:00,2,7,5,Walking,6,Entertainment,7,7,0,0.2,44.64583333,26,0
User_04,23/07/2026,6,6,02:00:00,09:00:00,2,7,5,Walking,6,Entertainment,7,7,0,0.2,44.64583333,27,0
User_04,24/07/2026,6,6,02:00:00,09:00:00,2,7,5,Walking,6,Entertainment,7,7,0,0.2,44.64583333,28,0
User_04,25/07/2026,6,6,02:00:00,09:00:00,2,7,5,Walking,6,Entertainment,7,7,0,0.2,44.64583333,29,0
User_04,26/07/2026,5,5,03:00:00,07:00:00,4,8,5,Walking,8,Mixed Usage,7,7,1,0.5,44.97916667,30,0.3333333333
User_05,27/06/2026,7,10,23:30:00,07:00:00,8,9,5,Gym,2,Study/Work,8,9,2,2,65.97916667,1,0
User_05,28/06/2026,7,10,23:30:00,07:00:00,8,9,5,Gym,2,Study/Work,8,9,2,2,65.97916667,2,0
User_05,29/06/2026,7,10,23:30:00,07:00:00,8,9,5,Gym,2,Study/Work,8,9,2,2,65.97916667,3,0
User_05,30/06/2026,6,7,22:45:00,06:00:00,7,8,10,Walking,4,Study/Work,7,6,0,5,57.375,4,-8.604166667
User_05,01/07/2026,7,10,23:30:00,07:00:00,8,9,5,Gym,2,Study/Work,8,9,2,2,65.97916667,5,8.604166667
User_05,02/07/2026,7,10,22:30:00,07:00:00,6,8,5,Walking,5,Study/Work,8,4,1,3,64.47916667,6,-1.5
User_05,03/07/2026,7,10,22:30:00,07:00:00,7,10,5,Gym,4,Study/Work,10,4,2,4,72.5625,7,8.083333333
User_05,04/07/2026,6,7,22:45:00,06:00:00,7,8,10,Walking,4,Study/Work,7,6,0,5,57.375,8,-15.1875
User_05,05/07/2026,6,10,23:00:00,06:30:00,7,10,10,Walking,3,Study/Work,8,5,1,5,69.70833333,9,12.33333333
User_05,06/07/2026,8,10,22:50:00,08:00:00,4,7,5,Gym,2,Study/Work,7,4,2,2,61.47916667,10,-8.229166667
User_05,07/07/2026,7,10,22:30:00,07:00:00,4,8,20,Walking,2,Study/Work,8,4,2,1,65.41666667,11,3.9375
User_05,08/07/2026,9,10,22:30:00,07:00:00,8,10,5,Working,5,Study/Work,9,2,3,1,73.47916667,12,8.0625
User_05,09/07/2026,8,10,22:30:00,07:00:00,4,8,5,Walking,3,Entertainment,8,3,2,1,64.64583333,13,-8.833333333
User_05,10/07/2026,9,10,23:00:00,09:00:00,4,10,5,Gym,2,Mixed Usage,9,2,2,2,70.97916667,14,6.333333333
User_05,11/07/2026,7,10,23:00:00,07:00:00,5,9,5,Working ,2,Study/Work,9,2,2,1,70.72916667,15,-0.25
User_05,12/07/2026,8,10,22:30:00,07:00:00,8,10,5,Gym,4,Study/Work,10,1,2,2,76.8125,16,6.083333333
User_05,13/07/2026,8,10,23:00:00,08:00:00,6,9,15,Walking,2,Study/Work,9,2,1,2,72.60416667,17,-4.208333333
User_05,14/07/2026,7,10,23:00:00,07:00:00,6,9,15,Walking,2,Study/Work,9,2,2,2,72.60416667,18,0
User_05,15/07/2026,7,10,22:50:00,06:00:00,4,10,15,Walking,1,Study/Work,10,2,2,3,73.9375,19,1.333333333
User_05,16/07/2026,7,10,23:30:00,07:00:00,3,8,15,Gym +Walking,3,Mixed Usage,8,3,2,2,64.02083333,20,-9.916666667
User_05,17/07/2026,7,10,22:30:00,07:00:00,4,7,15,Gym,3,Mixed Usage,7,3,3,2,62.27083333,21,-1.75
User_05,18/07/2026,8,10,23:00:00,08:00:00,7,9,10,Gym,4,Study/Work,7,5,3,2,65.875,22,3.604166667
User_05,19/07/2026,6,7,22:45:00,06:00:00,7,8,10,Walking,4,Study/Work,7,6,0,5,57.375,23,-8.5
User_05,20/07/2026,6,7,22:45:00,06:00:00,7,8,10,Walking,4,Study/Work,7,6,0,5,57.375,24,0
User_05,21/07/2026,7,10,23:00:00,07:00:00,7,10,10,Walking,6,Mixed Usage,10,3,2,1,72.20833333,25,14.83333333
User_05,22/07/2026,6,7,22:45:00,06:00:00,7,8,10,Walking,4,Study/Work,7,6,0,5,57.375,26,-14.83333333
User_05,23/07/2026,6,7,22:45:00,06:00:00,7,8,10,Walking,4,Study/Work,7,6,0,5,57.375,27,0
User_05,24/07/2026,6,7,22:45:00,06:00:00,7,8,10,Walking,4,Study/Work,7,6,0,5,57.375,28,0
User_05,25/07/2026,6,7,22:45:00,06:00:00,7,8,10,Walking,4,Study/Work,7,6,0,5,57.375,29,0
User_05,26/07/2026,7,10,23:00:00,07:00:00,7,10,20,Walking,3,Study/Work,10,1,2,3,77.33333333,30,19.95833333
User_06,27/06/2026,6,6,00:30:00,06:19:00,4,6,0,None,10,Study/Work,5,6,2,1,40,1,0
User_06,28/06/2026,9,9,23:30:00,08:30:00,5,7,15,Walking,6,Study/Work,6,5,2,1,55.52083333,2,15.52083333
User_06,29/06/2026,9,9,23:30:00,08:30:00,5,7,15,Walking,6,Study/Work,6,5,2,1,55.52083333,3,0
User_06,30/06/2026,6,6,00:30:00,06:00:00,6,8,0,None,6.5,Study/Work,9,8,2,2,52.41666667,4,-3.104166667
User_06,01/07/2026,6,6,00:30:00,06:19:00,4,6,0,None,10,Study/Work,5,6,2,1,40,5,-12.41666667
User_06,02/07/2026,9,9,23:30:00,08:30:00,5,7,15,Walking,6,Study/Work,6,5,2,1,55.52083333,6,15.52083333
User_06,03/07/2026,9,10,00:30:00,09:30:00,6,8,10,Walking,6,Study/Work,9,8,2,2,61.45833333,7,5.9375
User_06,04/07/2026,6,6,00:30:00,06:00:00,6,8,0,None,6.5,Study/Work,9,8,2,2,52.41666667,8,-9.041666667
User_06,05/07/2026,7,7,01:00:00,08:10:00,6,7,0,None,6,Study/Work,5,5,2,1.5,50.33333333,9,-2.083333333
User_06,06/07/2026,8,8,01:00:00,08:30:00,4,8,15,Walking,7.5,Study/Work,8,6,1,1,54.52083333,10,4.1875
User_06,07/07/2026,5,3,01:00:00,06:15:00,7,8,30,Running,6.5,Study/Work,6,6,2,1,47.04166667,11,-7.479166667
User_06,08/07/2026,7,8,01:00:00,07:30:00,4,7,20,Running,7,Study/Work,8,7,2,1,52.75,12,5.708333333
User_06,09/07/2026,8,9,00:10:00,07:10:00,4,7,10,Running,6,Study/Work,8,5,1,1,56.95833333,13,4.208333333
User_06,10/07/2026,7,6,00:52:00,07:30:00,3,7,10,Walking,5,Study/Work,9,7,2,1,50.04166667,14,-6.916666667
User_06,11/07/2026,9,9,00:30:00,09:30:00,2,6,15,Running,5.5,Study/Work,9,5,2,1,55.1875,15,5.145833333
User_06,12/07/2026,8,9,00:10:00,07:10:00,4,7,10,Running,6,Study/Work,8,5,1,1,56.95833333,16,1.770833333
User_06,13/07/2026,8,9,00:10:00,07:10:00,4,7,10,Running,6,Study/Work,8,5,1,1,56.95833333,17,0
User_06,14/07/2026,9,10,00:30:00,09:30:00,6,8,10,Walking,6,Study/Work,9,8,2,2,61.45833333,18,4.5
User_06,15/07/2026,9,10,00:30:00,09:30:00,6,8,10,Walking,6,Study/Work,9,8,2,2,61.45833333,19,0
User_06,16/07/2026,7,7,01:00:00,08:10:00,6,7,0,None,6,Study/Work,5,5,2,1.5,50.33333333,20,-11.125
User_06,17/07/2026,7,7,01:00:00,08:10:00,6,7,0,None,6,Study/Work,5,5,2,1.5,50.33333333,21,0
User_06,18/07/2026,9,10,00:30:00,09:30:00,6,8,10,Walking,6,Study/Work,9,8,2,2,61.45833333,22,11.125
User_06,19/07/2026,9,10,00:30:00,09:30:00,6,8,10,Walking,6,Study/Work,9,8,2,2,61.45833333,23,0
User_06,20/07/2026,7,8,01:00:00,07:30:00,4,7,20,Running,7,Study/Work,8,7,2,1,52.75,24,-8.708333333
User_06,21/07/2026,9,10,00:30:00,09:30:00,6,8,10,Walking,6,Study/Work,9,8,2,2,61.45833333,25,8.708333333
User_06,22/07/2026,7,8,01:00:00,07:30:00,4,7,20,Running,7,Study/Work,8,7,2,1,52.75,26,-8.708333333
User_06,23/07/2026,9,10,00:30:00,09:30:00,6,8,10,Walking,6,Study/Work,9,8,2,2,61.45833333,27,8.708333333
User_06,24/07/2026,7,8,01:00:00,07:30:00,4,7,20,Running,7,Study/Work,8,7,2,1,52.75,28,-8.708333333
User_06,25/07/2026,9,10,00:30:00,09:30:00,6,8,10,Walking,6,Study/Work,9,8,2,2,61.45833333,29,8.708333333
User_06,26/07/2026,9,9,00:30:00,09:30:00,2,6,15,Running,5.5,Study/Work,9,5,2,1,55.1875,30,-6.270833333
User_07,27/06/2026,6,8,00:00:00,06:00:00,4,4,5,Walking,7,Mixed Usage,6,10,0,2,41.3125,1,0
User_07,28/06/2026,6,4,00:45:00,07:00:00,2,2,10,Walking,6.5,Mixed Usage,3,10,0.4,1.5,24.04166667,2,-17.27083333
User_07,29/06/2026,7,7,00:30:00,07:30:00,1.5,1,0,None,6.5,Mixed Usage,2,10,0.3,1.5,25.79166667,3,1.75
User_07,30/06/2026,6,4,00:45:00,07:00:00,2,2,10,Walking,6.5,Mixed Usage,3,10,0.4,1.5,24.04166667,4,-1.75
User_07,01/07/2026,6,8,00:00:00,06:00:00,4,4,5,Walking,7,Mixed Usage,6,10,0,2,41.3125,5,17.27083333
User_07,02/07/2026,5,4,23:00:00,07:00:00,2,4,5,Walking,5,Mixed Usage,7,10,0,1.5,33.97916667,6,-7.333333333
User_07,03/07/2026,7,7,00:00:00,07:30:00,5,6,0,None,6.5,Mixed Usage,6,10,0.5,2,43.66666667,7,9.6875
User_07,04/07/2026,7,5,01:00:00,04:45:00,1.5,3,0,None,10,Entertainment,4,10,0.4,4,24.875,8,-18.79166667
User_07,05/07/2026,6,4,00:30:00,06:00:00,2,4,5,Walking,3.5,Mixed Usage,4,10,0,2,30.72916667,9,5.854166667
User_07,06/07/2026,6,4,00:45:00,07:00:00,2,2,10,Walking,6.5,Mixed Usage,3,10,0.4,1.5,24.04166667,10,-6.6875
User_07,07/07/2026,7,6,00:45:00,07:00:00,2,2,7,Walking,6,Mixed Usage,4,10,0.4,1.5,29.77083333,11,5.729166667
User_07,08/07/2026,7,6,00:45:00,07:00:00,2,3,0,None,7,Entertainment,1,10,0.4,2.5,25.5,12,-4.270833333
User_07,09/07/2026,7.5,8,00:30:00,07:30:00,3,4,7,Walking,8,Mixed Usage,4,9,0,2.5,37.35416667,13,11.85416667
User_07,10/07/2026,7,6,01:45:00,08:30:00,2,1,0,None,8,Entertainment,8,10,0,3,32.16666667,14,-5.1875
User_07,11/07/2026,7,7,00:30:00,07:30:00,1.5,1,0,None,6.5,Mixed Usage,2,10,0.3,1.5,25.79166667,15,-6.375
User_07,12/07/2026,8,8,00:00:00,07:00:00,2,4,8,Walking,5,Mixed Usage,4,10,0,1.5,37.66666667,16,11.875
User_07,13/07/2026,7,7,00:30:00,07:30:00,1.5,1,0,None,6.5,Mixed Usage,2,10,0.3,1.5,25.79166667,17,-11.875
User_07,14/07/2026,7,7,00:30:00,07:30:00,1.5,1,0,None,6.5,Mixed Usage,2,10,0.3,1.5,25.79166667,18,0
User_07,15/07/2026,7,8,00:30:00,06:00:00,2.5,3,12,Walking,6.5,Mixed Usage,1,10,0,1,31.29166667,19,5.5
User_07,16/07/2026,7,7,00:30:00,07:30:00,1.5,1,0,None,6.5,Mixed Usage,2,10,0.3,1.5,25.79166667,20,-5.5
User_07,17/07/2026,7,8,00:30:00,07:30:00,3,3,0,None,7,Mixed Usage,3,8,0.4,3,35.75,21,9.958333333
User_07,18/07/2026,8,10,00:45:00,09:00:00,3,4,0,None,7,Mixed Usage,4,8,0,3,42.75,22,7
User_07,19/07/2026,9,10,00:30:00,07:00:00,5,7,5,Walking,6,Mixed Usage,6,9,0,2,52.89583333,23,10.14583333
